"","pclass","survived","sex","age","sibsp","parch","fare","embarked","title","solo"
"136","1st",1,"female",24,3,2,263,"Southampton","Miss",0
"137","3rd",0,"male",22,0,0,7.25,"Southampton","Mr",1
"138","3rd",1,"male",25,1,0,7.7750001,"Southampton","Master",0
"143","3rd",0,"male",24,0,0,8.05000019,"Southampton","Miss",1
"144","3rd",0,"female",28,0,0,7.89580011,"Southampton","Mr",1
"145","3rd",0,"male",19,0,0,7.89580011,"Southampton","Mr",1
"147","1st",1,"female",28,3,2,263,"Southampton","Miss",0
"148","3rd",0,"male",25,1,0,7.7750001,"Southampton","Miss",0
"149","3rd",0,"female",18,0,0,7.7750001,"Southampton","Mr",1
"150","3rd",1,"male",32,0,0,8.05000019,"Southampton","Mr",1
"152","3rd",0,"male",17,0,0,8.66250038,"Southampton","Mr",1
"153","3rd",0,"male",24,0,0,8.66250038,"Southampton","Mr",1
"158","1st",1,"female",23,3,2,263,"Southampton","Mr",0
"159","3rd",0,"male",38,0,0,7.89580011,"Southampton","Mr",1
"160","3rd",0,"male",21,0,0,8.05000019,"Southampton","Master",1
"161","3rd",0,"male",10,4,1,29.125,"Queenstown","Master",0
"162","3rd",0,"male",4,4,1,29.125,"Queenstown","Master",0
"163","3rd",0,"male",7,4,1,29.125,"Queenstown","Master",0
"164","3rd",0,"male",2,4,1,29.125,"Queenstown","Master",0
"165","3rd",0,"male",8,4,1,29.125,"Queenstown","Mrs",0
"166","3rd",0,"female",39,0,5,29.125,"Queenstown","Miss",0
"167","3rd",0,"female",22,0,0,39.6875,"Southampton","Mr",1
"168","3rd",0,"male",35,0,0,7.125,"Southampton","Miss",1
"169","1st",0,"male",19,3,2,263,"Southampton","Mr",0
"173","3rd",0,"male",50,1,0,14.5,"Southampton","Mrs",0
"174","3rd",0,"female",47,1,0,14.5,"Southampton","Mr",0
"177","3rd",0,"female",2,1,1,20.2124996,"Southampton","Mr",0
"178","3rd",0,"male",18,1,1,20.2124996,"Southampton","Mrs",0
"179","3rd",0,"female",41,0,2,20.2124996,"Southampton","Miss",0
"180","1st",0,"male",64,1,4,263,"Southampton","Mrs",0
"182","3rd",0,"male",50,0,0,8.05000019,"Southampton","Mr",1
"183","3rd",0,"male",16,0,0,8.05000019,"Southampton","Mr",1
"187","3rd",0,"male",25,0,0,7.2249999,"Cherbourg","Mr",1
"191","1st",1,"female",60,1,4,263,"Southampton","Miss",0
"192","3rd",0,"male",38.5,0,0,7.25,"Southampton","Master",1
"194","3rd",0,"male",14.5,8,2,69.5500031,"Southampton","Miss",0
"202","1st",1,"female",30,0,0,56.9291992,"Cherbourg","Mr",1
"205","3rd",0,"male",24,0,0,9.32499981,"Southampton","Miss",1
"206","3rd",1,"female",21,0,0,7.6500001,"Southampton","Mr",1
"207","3rd",0,"male",39,0,0,7.92500019,"Southampton","Mr",1
"211","3rd",1,"female",1,1,1,16.7000008,"Southampton","Mrs",0
"212","3rd",1,"female",24,0,2,16.7000008,"Southampton","Miss",0
"214","3rd",1,"female",4,1,1,16.7000008,"Southampton","Mr",0
"215","3rd",1,"male",25,0,0,9.5,"Southampton","Mr",1
"216","3rd",0,"male",20,0,0,8.05000019,"Southampton","Mr",1
"217","3rd",0,"male",24.5,0,0,8.05000019,"Southampton","Mr",1
"221","3rd",1,"male",29,0,0,9.5,"Southampton","Mr",1
"224","1st",1,"female",18,1,0,227.524994,"Cherbourg","Mme",0
"225","1st",1,"male",50,2,0,133.649994,"Southampton","Mr",0
"228","3rd",0,"male",22,0,0,7.22919989,"Cherbourg","Mr",1
"230","3rd",0,"male",40,0,0,7.89580011,"Southampton","Mr",1
"231","3rd",0,"male",21,0,0,7.92500019,"Southampton","Miss",1
"232","3rd",1,"female",18,0,0,7.49580002,"Southampton","Master",1
"233","3rd",0,"male",4,3,2,27.8999996,"Southampton","Master",0
"234","3rd",0,"male",10,3,2,27.8999996,"Southampton","Miss",0
"235","3rd",0,"female",9,3,2,27.8999996,"Southampton","Miss",0
"236","1st",1,"male",43,1,0,27.7208004,"Cherbourg","Mrs",0
"237","3rd",0,"female",2,3,2,27.8999996,"Southampton","Mr",0
"238","3rd",0,"male",40,1,4,27.8999996,"Southampton","Mrs",0
"239","3rd",0,"female",45,1,4,27.8999996,"Southampton","Mr",0
"245","3rd",0,"male",19,0,0,7.6500001,"Southampton","Mr",1
"246","3rd",0,"male",30,0,0,8.05000019,"Southampton","Mr",1
"249","3rd",0,"male",32,0,0,8.05000019,"Southampton","Mr",1
"251","3rd",0,"male",33,0,0,8.66250038,"Cherbourg","Miss",1
"252","3rd",1,"female",23,0,0,7.55000019,"Southampton","Mr",1
"253","3rd",0,"male",21,0,0,8.05000019,"Southampton","Mr",1
"254","3rd",0,"male",60.5,0,0,33.2954793864144,"Southampton","Mr",1
"255","3rd",0,"male",19,0,0,7.89580011,"Southampton","Miss",1
"256","3rd",0,"female",22,0,0,9.83749962,"Southampton","Mr",1
"257","3rd",1,"male",31,0,0,7.92500019,"Southampton","Mr",1
"258","1st",1,"female",22,0,2,49.5,"Cherbourg","Mr",0
"259","3rd",0,"male",27,0,0,8.66250038,"Southampton","Miss",1
"260","3rd",0,"female",2,0,1,10.4624996,"Southampton","Mrs",0
"261","3rd",0,"female",29,1,1,10.4624996,"Southampton","Mr",0
"262","3rd",1,"male",16,0,0,8.05000019,"Southampton","Mr",1
"263","3rd",1,"male",44,0,0,7.92500019,"Southampton","Mr",1
"264","3rd",0,"male",25,0,0,7.05000019,"Southampton","Mr",1
"265","3rd",0,"male",74,0,0,7.7750001,"Southampton","Mr",1
"266","3rd",1,"male",14,0,0,9.22500038,"Southampton","Mr",1
"267","3rd",0,"male",24,0,0,7.79580021,"Southampton","Mr",1
"268","3rd",1,"male",25,0,0,7.79580021,"Southampton","Mr",1
"269","1st",1,"male",60,1,1,79.1999969,"Cherbourg","Mrs",0
"270","3rd",0,"male",34,0,0,8.05000019,"Southampton","Master",1
"271","3rd",1,"male",0.416700006,0,1,8.51669979,"Cherbourg","Mr",0
"275","3rd",1,"female",16,1,1,8.51669979,"Cherbourg","Mr",0
"279","3rd",0,"male",32,0,0,7.92500019,"Southampton","Mr",1
"280","1st",1,"female",48,1,1,79.1999969,"Cherbourg","Mr",0
"283","3rd",0,"male",30.5,0,0,8.05000019,"Southampton","Mr",1
"284","3rd",0,"male",44,0,0,8.05000019,"Southampton","Mr",1
"286","3rd",1,"male",25,0,0,0,"Southampton","Mr",1
"288","3rd",1,"male",7,1,1,15.2458,"Cherbourg","Miss",0
"289","3rd",1,"female",9,1,1,15.2458,"Cherbourg","Mrs",0
"290","3rd",1,"female",29,0,2,15.2458,"Cherbourg","Mr",0
"292","3rd",0,"male",36,0,0,7.89580011,"Southampton","Miss",1
"293","3rd",1,"female",18,0,0,9.8416996,"Southampton","Mrs",1
"294","3rd",1,"female",63,0,0,9.58749962,"Southampton","Master",1
"296","3rd",0,"male",11.5,1,1,14.5,"Southampton","Mr",0
"297","3rd",0,"male",40.5,0,2,14.5,"Southampton","Miss",0
"298","3rd",0,"female",10,0,2,24.1499996,"Southampton","Mr",0
"299","3rd",0,"male",36,1,1,24.1499996,"Southampton","Mrs",0
"300","3rd",0,"female",30,1,1,24.1499996,"Southampton","Mr",0
"302","1st",0,"male",37,1,0,53.0999985,"Southampton","Mrs",0
"303","3rd",0,"male",33,0,0,9.5,"Southampton","Mr",1
"304","3rd",0,"male",28,0,0,9.5,"Southampton","Mr",1
"305","3rd",0,"male",28,0,0,9.5,"Southampton","Mr",1
"306","3rd",0,"male",47,0,0,9,"Southampton","Miss",1
"307","3rd",0,"female",18,2,0,18,"Southampton","Mr",0
"308","3rd",0,"male",31,3,0,18,"Southampton","Mr",0
"309","3rd",0,"male",16,2,0,18,"Southampton","Mrs",0
"310","3rd",0,"female",31,1,0,18,"Southampton","Mr",0
"311","3rd",1,"male",22,0,0,7.2249999,"Cherbourg","Mr",1
"312","3rd",0,"male",20,0,0,7.85419989,"Southampton","Miss",1
"313","1st",1,"female",35,1,0,53.0999985,"Southampton","Mr",0
"314","3rd",0,"female",14,0,0,7.85419989,"Southampton","Mr",1
"315","3rd",0,"male",22,0,0,7.89580011,"Southampton","Mr",1
"316","3rd",0,"male",22,0,0,9,"Southampton","Mr",1
"320","3rd",0,"male",32.5,0,0,9.5,"Southampton","Mrs",1
"321","3rd",1,"female",38,0,0,7.22919989,"Cherbourg","Mr",1
"322","3rd",0,"male",51,0,0,7.75,"Southampton","Mr",1
"323","3rd",0,"male",18,1,0,6.49580002,"Southampton","Mr",0
"324","1st",0,"male",47,0,0,38.5,"Southampton","Miss",1
"325","3rd",0,"male",21,1,0,6.49580002,"Southampton","Mrs",0
"326","3rd",1,"female",47,1,0,7,"Southampton","Mr",0
"330","3rd",0,"male",28.5,0,0,16.1000004,"Southampton","Mr",1
"331","3rd",0,"male",21,0,0,7.25,"Southampton","Mr",1
"332","3rd",0,"male",27,0,0,8.66250038,"Southampton","Mr",1
"334","3rd",0,"male",36,0,0,9.5,"Southampton","Mr",1
"335","1st",1,"female",24,0,0,69.3000031,"Cherbourg","Miss",1
"336","1st",1,"female",35,0,0,211.5,"Cherbourg","Miss",1
"337","3rd",0,"male",27,1,0,14.4541998,"Cherbourg","Mrs",0
"338","3rd",1,"female",15,1,0,14.4541998,"Cherbourg","Mr",0
"339","3rd",0,"male",45.5,0,0,7.2249999,"Cherbourg","Mr",1
"342","3rd",0,"female",14.5,1,0,14.4541998,"Cherbourg","Miss",0
"344","3rd",0,"male",26.5,0,0,7.2249999,"Cherbourg","Mr",1
"345","3rd",0,"male",27,0,0,7.2249999,"Cherbourg","Mr",1
"346","3rd",0,"male",29,0,0,7.875,"Southampton",NA,1
"347","1st",1,"female",22,0,1,59.4000015,"Cherbourg","Mrs",0
"348","1st",1,"female",45,0,1,59.4000015,"Cherbourg","Mr",0
"349","1st",0,"male",24,0,0,79.1999969,"Cherbourg","Mr",1
"350","1st",1,"male",49,1,0,89.1042023,"Cherbourg","Mrs",0
"352","1st",0,"male",71,0,0,34.6542015,"Cherbourg","Col",1
"353","1st",1,"male",53,0,0,28.5,"Cherbourg","Miss",1
"354","1st",1,"female",19,0,0,30,"Southampton","Mr",1
"355","1st",0,"male",38,0,1,153.462494,"Southampton","Mrs",0
"356","1st",1,"female",26,0,0,78.8499985,"Southampton","Mr",1
"357","1st",1,"female",58,0,1,153.462494,"Southampton","Mr",0
"358","1st",1,"male",23,0,1,63.3582993,"Cherbourg","Mrs",0
"359","1st",1,"female",45,0,1,63.3582993,"Cherbourg","Mr",0
"360","1st",0,"male",46,0,0,79.1999969,"Cherbourg","Mr",1
"361","1st",1,"male",25,1,0,55.4417,"Cherbourg","Mrs",0
"362","1st",1,"female",25,1,0,55.4417,"Cherbourg","Mr",0
"363","1st",1,"male",48,1,0,76.7292023,"Cherbourg","Mrs",0
"364","1st",1,"female",49,1,0,76.7292023,"Cherbourg","Mr",0
"366","1st",0,"male",45,1,0,83.4749985,"Southampton","Mrs",0
"367","1st",1,"male",80,0,0,30,"Southampton","Mr",1
"368","1st",1,"female",35,1,0,83.4749985,"Southampton","Mr",0
"369","1st",0,"male",40,0,0,0,"Southampton","Mr",1
"370","1st",1,"male",27,0,0,76.7292023,"Cherbourg","Mr",1
"372","1st",1,"female",24,0,0,83.1583023,"Cherbourg","Mr",1
"373","1st",0,"male",55,1,1,93.5,"Southampton","Mrs",0
"374","1st",1,"female",52,1,1,93.5,"Southampton","Mr",0
"375","1st",0,"male",42,0,0,42.5,"Southampton","Mr",1
"377","1st",0,"male",55,0,0,50,"Southampton","Miss",1
"379","1st",1,"female",16,0,1,57.9791985,"Cherbourg","Mrs",0
"380","1st",1,"female",44,0,1,57.9791985,"Cherbourg","Mrs",0
"381","1st",1,"female",51,1,0,77.9582977,"Southampton","Mr",0
"382","1st",0,"male",42,1,0,52,"Southampton","Mrs",0
"383","1st",1,"female",35,1,0,52,"Southampton","Mr",0
"384","1st",1,"male",35,0,0,26.5499992,"Cherbourg","Mr",1
"385","1st",1,"male",38,1,0,90,"Southampton","Mr",0
"387","1st",1,"female",35,1,0,90,"Southampton","Miss",0
"388","1st",1,"female",38,0,0,80,"Southampton","Miss",1
"389","1st",0,"male",24,0,1,247.520798,"Cherbourg","Mrs",0
"390","1st",0,"female",50,0,0,28.7124996,"Cherbourg","Mr",1
"391","1st",1,"male",49,0,0,0,"Southampton","Mr",1
"392","1st",0,"male",46,0,0,26,"Southampton","Mr",1
"393","1st",0,"male",50,0,0,26,"Southampton","Mr",1
"394","1st",0,"male",32.5,0,0,211.5,"Cherbourg","Mr",1
"395","1st",0,"male",58,0,0,29.7000008,"Cherbourg","Mr",1
"396","1st",0,"male",41,1,0,51.8624992,"Southampton","Mrs",0
"398","1st",1,"male",42,1,0,52.5541992,"Southampton","Mrs",0
"399","1st",1,"female",45,1,0,52.5541992,"Southampton","Mr",0
"400","1st",1,"female",50,0,1,247.520798,"Cherbourg","Miss",0
"402","1st",1,"female",39,0,0,211.337494,"Southampton","Dr",1
"403","1st",1,"female",49,0,0,25.9291992,"Southampton","Miss",1
"404","1st",1,"female",30,0,0,106.425003,"Cherbourg","Mr",1
"405","1st",1,"male",35,0,0,512.329224,"Cherbourg","Mr",1
"407","1st",0,"male",42,0,0,26.5499992,"Southampton","Mrs",1
"408","1st",1,"female",55,0,0,27.7208004,"Cherbourg","Miss",1
"409","1st",1,"female",16,0,1,39.4000015,"Southampton","Mrs",0
"410","1st",1,"female",51,0,1,39.4000015,"Southampton","Mr",0
"411","1st",1,"female",32,0,0,76.2917023,"Cherbourg","Mr",1
"412","1st",0,"male",29,0,0,30,"Southampton","Miss",1
"413","1st",1,"female",21,0,0,77.9582977,"Southampton","Mr",1
"414","1st",0,"male",30,0,0,45.5,"Southampton","Miss",1
"415","1st",1,"female",58,0,0,146.520798,"Cherbourg","Miss",1
"416","1st",1,"female",15,0,1,211.337494,"Southampton","Mr",0
"417","1st",0,"male",30,0,0,26,"Southampton","Miss",1
"418","1st",1,"female",16,0,0,86.5,"Southampton","Mr",1
"420","1st",0,"male",19,1,0,53.0999985,"Southampton","Mrs",0
"421","1st",1,"female",18,1,0,53.0999985,"Southampton","Mlle",0
"422","1st",1,"male",0.916700006,1,2,151.550003,"Southampton","Miss",0
"423","1st",0,"male",36,0,0,75.2416992,"Cherbourg","Mr",1
"424","1st",1,"female",24,0,0,49.5042,"Cherbourg","Mr",1
"425","1st",0,"male",46,0,0,75.2416992,"Cherbourg","Mr",1
"426","1st",0,"male",54,0,0,51.8624992,"Southampton","Mr",1
"427","1st",1,"male",36,0,0,26.2875004,"Southampton","Mr",1
"428","1st",0,"male",28,1,0,82.1707993,"Cherbourg","Mrs",0
"430","1st",0,"male",65,0,0,26.5499992,"Southampton","Dr",1
"431","1st",0,"male",44,2,0,90,"Queenstown","Miss",0
"432","1st",1,"female",33,1,0,90,"Queenstown","Mrs",0
"433","1st",1,"female",37,1,0,90,"Queenstown","Mr",0
"434","1st",1,"male",37,1,1,52.5541992,"Southampton","Mrs",0
"435","1st",1,"male",30,1,0,57.75,"Cherbourg","Mr",0
"436","1st",0,"male",55,0,0,30.5,"Southampton","Mr",1
"437","1st",0,"male",47,0,0,42.4000015,"Southampton","Mr",1
"438","1st",0,"male",37,0,1,29.7000008,"Cherbourg","Miss",0
"439","1st",1,"female",31,1,0,113.275002,"Cherbourg","Miss",0
"440","1st",1,"female",23,1,0,113.275002,"Cherbourg","Mr",0
"441","1st",0,"male",58,0,2,113.275002,"Cherbourg","Miss",0
"442","1st",1,"female",19,0,2,26.2833004,"Southampton","Mr",0
"443","1st",0,"male",64,0,0,26,"Southampton","Dona",1
"444","1st",1,"female",39,0,0,108.900002,"Cherbourg","Mr",1
"445","1st",1,"female",47,1,1,52.5541992,"Southampton","Mr",0
"447","1st",1,"female",22,0,1,61.9791985,"Cherbourg","Mr",0
"448","1st",0,"male",65,0,1,61.9791985,"Cherbourg","Mr",0
"449","1st",0,"male",28.5,0,0,27.7208004,"Cherbourg","Mr",1
"451","1st",0,"male",45.5,0,0,28.5,"Southampton","Mr",1
"452","1st",0,"male",23,0,0,93.5,"Southampton","Mr",1
"453","1st",0,"male",29,1,0,66.5999985,"Southampton","Mrs",0
"454","1st",1,"female",22,1,0,66.5999985,"Southampton","Mr",0
"455","1st",0,"male",18,1,0,108.900002,"Cherbourg","Mrs",0
"456","1st",1,"male",26,0,0,30,"Cherbourg","Miss",1
"457","1st",1,"female",17,1,0,108.900002,"Cherbourg","Miss",0
"458","1st",1,"female",30,0,0,93.5,"Southampton","Major",1
"459","1st",1,"male",52,0,0,30.5,"Southampton","Mr",1
"460","1st",0,"male",47,0,0,52,"Southampton","Mrs",1
"461","1st",1,"female",56,0,1,83.1583023,"Cherbourg","Jonkheer",0
"462","1st",0,"male",38,0,0,0,"Southampton","Mr",1
"464","1st",0,"male",22,0,0,135.633301,"Cherbourg","Mr",1
"466","1st",1,"female",43,0,1,211.337494,"Southampton","Mr",0
"467","1st",1,"female",42,0,0,227.524994,"Cherbourg","Miss",1
"468","1st",0,"male",31,0,0,50.4958,"Southampton","Mr",1
"469","1st",1,"male",45,0,0,26.5499992,"Southampton","Mr",1
"471","1st",1,"female",33,0,0,27.7208004,"Cherbourg","Mr",1
"472","1st",0,"male",46,0,0,79.1999969,"Cherbourg","Mr",1
"473","1st",0,"male",36,0,0,40.125,"Cherbourg","Countess",1
"474","1st",1,"female",33,0,0,86.5,"Southampton","Mr",1
"475","1st",0,"male",55,1,0,59.4000015,"Cherbourg","Mrs",0
"476","1st",1,"female",54,1,0,59.4000015,"Cherbourg","Mr",0
"477","1st",0,"male",33,0,0,26.5499992,"Southampton","Master",1
"478","1st",1,"female",29,0,0,221.779205,"Southampton","Mr",1
"479","1st",1,"male",13,2,2,262.375,"Cherbourg","Miss",0
"480","1st",1,"female",18,2,2,262.375,"Cherbourg","Miss",0
"481","1st",1,"female",21,2,2,262.375,"Cherbourg","Mr",0
"482","1st",0,"male",61,1,3,262.375,"Cherbourg","Mrs",0
"483","1st",1,"female",48,1,3,262.375,"Cherbourg","Mr",0
"485","1st",1,"female",24,0,0,69.3000031,"Cherbourg","Mr",1
"487","1st",1,"female",35,1,0,57.75,"Cherbourg","Miss",0
"488","1st",1,"female",30,0,0,31,"Cherbourg","Mr",1
"489","1st",0,"male",25,0,0,26,"Cherbourg","Mr",1
"490","1st",1,"male",34,0,0,26.5499992,"Southampton","Miss",1
"491","1st",1,"female",40,0,0,153.462494,"Southampton","Mr",1
"492","1st",1,"male",35,0,0,26.2875004,"Southampton","Mr",1
"493","1st",0,"male",50,1,0,55.9000015,"Southampton","Mrs",0
"494","1st",1,"female",39,1,0,55.9000015,"Southampton","Col",0
"495","1st",1,"male",56,0,0,35.5,"Cherbourg","Mr",1
"496","1st",1,"male",28,0,0,35.5,"Southampton","Mr",1
"497","1st",0,"male",56,0,0,26.5499992,"Southampton","Mr",1
"498","1st",0,"male",56,0,0,30.6958008,"Cherbourg","Mr",1
"499","1st",0,"male",24,1,0,60,"Southampton","Mr",0
"500","1st",1,"male",25,1,0,91.0792007,"Cherbourg","Mrs",0
"502","1st",1,"female",18,1,0,60,"Southampton","Mr",0
"503","1st",1,"male",24,1,0,82.2667007,"Southampton","Mrs",0
"504","1st",1,"female",23,1,0,82.2667007,"Southampton","Master",0
"505","1st",1,"male",6,0,2,134.5,"Cherbourg","Mr",0
"506","1st",1,"male",45,1,1,134.5,"Cherbourg","Mrs",0
"507","1st",1,"female",40,1,1,134.5,"Cherbourg","Mr",0
"508","1st",0,"male",57,1,0,146.520798,"Cherbourg","Mrs",0
"510","1st",1,"male",32,0,0,30.5,"Cherbourg","Mr",1
"511","1st",1,"female",19,1,0,91.0792007,"Cherbourg","Miss",0
"512","1st",0,"male",62,0,0,26.5499992,"Southampton","Mr",1
"513","1st",1,"male",54,1,0,55.4417,"Cherbourg","Mrs",0
"514","1st",1,"female",43,1,0,55.4417,"Cherbourg","Mrs",0
"515","1st",1,"female",52,1,0,78.2667007,"Cherbourg","Mr",0
"517","1st",1,"female",62,0,0,80,"Southampton","Mr",1
"518","1st",0,"male",67,1,0,221.779205,"Southampton","Mrs",0
"519","1st",0,"female",63,1,0,221.779205,"Southampton","Mr",0
"520","1st",0,"male",61,0,0,32.3208008,"Southampton","Mrs",1
"521","1st",1,"female",48,0,0,25.9291992,"Southampton","Miss",1
"522","1st",1,"female",35,0,0,135.633301,"Southampton","Mr",1
"523","1st",1,"female",18,0,2,79.6500015,"Southampton","Mr",0
"524","1st",0,"male",52,1,1,79.6500015,"Southampton","Mrs",0
"525","1st",1,"female",39,1,1,79.6500015,"Southampton","Mr",0
"526","1st",1,"male",48,1,0,52,"Southampton","Mrs",0
"528","1st",0,"male",49,1,1,110.883301,"Cherbourg","Mr",0
"529","1st",1,"male",17,0,2,110.883301,"Cherbourg","Mrs",0
"530","1st",1,"female",39,1,1,110.883301,"Cherbourg","Mrs",0
"532","1st",1,"male",31,0,0,28.5375004,"Cherbourg","Don",1
"533","1st",0,"female",2,1,2,151.550003,"Southampton","Mr",0
"534","1st",1,"male",28,0,0,26.5499992,"Southampton","Mr",1
"535","1st",0,"male",40,0,0,27.7208004,"Cherbourg","Mr",1
"536","1st",0,"male",61,0,0,33.5,"Southampton","Mr",1
"537","1st",0,"male",47,0,0,34.0208015,"Southampton","Miss",1
"538","1st",1,"female",35,0,0,512.329224,"Cherbourg","Mr",1
"539","1st",0,"male",64,1,0,75.25,"Cherbourg","Mrs",0
"540","1st",1,"female",60,1,0,75.25,"Cherbourg","Col",0
"541","1st",0,"male",60,0,0,26.5499992,"Southampton","Mr",1
"542","1st",0,"male",54,0,1,77.2874985,"Southampton","Mr",0
"543","1st",0,"male",21,0,1,77.2874985,"Southampton","Mrs",0
"544","1st",1,"female",55,0,0,135.633301,"Cherbourg","Miss",1
"545","1st",0,"male",45,0,0,35.5,"Southampton","Mr",1
"546","1st",1,"female",31,0,2,164.866699,"Southampton","Mr",0
"547","1st",0,"male",57,1,1,164.866699,"Southampton","Mrs",0
"548","1st",1,"female",45,1,1,164.866699,"Southampton","Mr",0
"549","1st",0,"male",50,1,1,211.5,"Cherbourg","Mr",0
"550","1st",0,"male",27,0,2,211.5,"Cherbourg","Mrs",0
"551","1st",1,"female",50,1,1,211.5,"Cherbourg","Miss",0
"552","1st",1,"female",21,0,0,26.5499992,"Southampton","Mr",1
"553","1st",0,"male",51,0,1,61.3792,"Cherbourg","Mr",0
"554","1st",1,"male",21,0,1,61.3792,"Cherbourg","Mr",0
"556","1st",1,"male",40,0,0,31,"Cherbourg","Miss",1
"557","1st",1,"female",31,0,0,134.5,"Cherbourg","Mr",1
"559","1st",0,"male",62,0,0,26.5499992,"Southampton","Miss",1
"560","1st",1,"female",36,0,0,135.633301,"Cherbourg","Mr",1
"561","2nd",0,"male",30,1,0,24,"Cherbourg","Mrs",0
"562","2nd",1,"female",28,1,0,24,"Cherbourg","Mr",0
"563","2nd",0,"male",30,0,0,13,"Southampton","Mr",1
"564","2nd",0,"male",18,0,0,11.5,"Southampton","Mr",1
"565","2nd",0,"male",25,0,0,10.5,"Southampton","Mr",1
"566","2nd",0,"male",34,1,0,26,"Southampton","Mrs",0
"567","1st",1,"female",30,0,0,164.866699,"Southampton","Miss",1
"568","2nd",1,"female",36,1,0,26,"Southampton","Mr",0
"569","2nd",0,"male",57,0,0,13,"Southampton","Mr",1
"570","2nd",0,"male",18,0,0,11.5,"Southampton","Mr",1
"571","2nd",0,"male",23,0,0,10.5,"Southampton","Mrs",1
"572","2nd",1,"female",36,0,0,13,"Southampton","Mr",1
"573","2nd",0,"male",28,0,0,10.5,"Southampton","Rev",1
"574","2nd",0,"male",51,0,0,12.5249996,"Southampton","Mr",1
"575","2nd",1,"male",32,1,0,26,"Southampton","Mrs",0
"576","2nd",1,"female",19,1,0,26,"Southampton","Mr",0
"577","2nd",0,"male",28,0,0,26,"Southampton","Master",1
"578","1st",1,"female",58,0,0,26.5499992,"Southampton","Mr",1
"579","2nd",1,"male",1,2,1,39,"Southampton","Miss",0
"580","2nd",1,"female",4,2,1,39,"Southampton","Miss",0
"581","2nd",1,"female",12,2,1,39,"Southampton","Mrs",0
"582","2nd",1,"female",36,0,3,39,"Southampton","Mr",0
"583","2nd",1,"male",34,0,0,13,"Southampton","Miss",1
"584","2nd",1,"female",19,0,0,13,"Southampton","Mr",1
"585","2nd",0,"male",23,0,0,13,"Southampton","Mr",1
"586","2nd",0,"male",26,0,0,13,"Southampton","Mr",1
"587","2nd",0,"male",42,0,0,13,"Southampton","Mr",1
"588","2nd",0,"male",27,0,0,13,"Southampton","Miss",1
"589","1st",0,"male",42,0,0,26.5499992,"Southampton","Miss",1
"590","2nd",1,"female",24,0,0,13,"Southampton","Miss",1
"591","2nd",1,"female",15,0,2,39,"Southampton","Mr",0
"592","2nd",0,"male",60,1,1,39,"Southampton","Mrs",0
"593","2nd",1,"female",40,1,1,39,"Southampton","Miss",0
"594","2nd",1,"female",20,1,0,26,"Southampton","Mr",0
"595","2nd",0,"male",25,1,0,26,"Southampton","Miss",0
"596","2nd",1,"female",36,0,0,13,"Southampton","Mr",1
"597","2nd",0,"male",25,0,0,13,"Southampton","Rev",1
"598","2nd",0,"male",42,0,0,13,"Southampton","Mrs",1
"599","2nd",1,"female",42,0,0,13,"Southampton","Master",1
"600","1st",1,"female",45,0,0,262.375,"Cherbourg","Miss",1
"601","2nd",1,"male",0.833299994,0,2,29,"Southampton","Mr",0
"602","2nd",1,"male",26,1,1,29,"Southampton","Mrs",0
"603","2nd",1,"female",22,1,1,29,"Southampton","Miss",0
"604","2nd",1,"female",35,0,0,21,"Southampton","Mr",1
"606","2nd",0,"male",19,0,0,13,"Southampton","Mrs",1
"607","2nd",0,"female",44,1,0,26,"Southampton","Rev",0
"608","2nd",0,"male",54,1,0,26,"Southampton","Mr",0
"609","2nd",0,"male",52,0,0,13.5,"Southampton","Mr",1
"610","2nd",0,"male",37,1,0,26,"Southampton","Mrs",0
"611","1st",1,"female",22,0,1,55,"Southampton","Mr",0
"612","2nd",0,"female",29,1,0,26,"Southampton","Miss",0
"613","2nd",1,"female",25,1,1,30,"Southampton","Mrs",0
"614","2nd",1,"female",45,0,2,30,"Southampton","Mr",0
"615","2nd",0,"male",29,1,0,26,"Southampton","Mrs",0
"616","2nd",1,"female",28,1,0,26,"Southampton","Mr",0
"617","2nd",0,"male",29,0,0,10.5,"Southampton","Mr",1
"618","2nd",0,"male",28,0,0,13,"Southampton","Mr",1
"619","2nd",1,"male",24,0,0,10.5,"Southampton","Miss",1
"620","2nd",1,"female",8,0,2,26.25,"Southampton","Mr",0
"621","2nd",0,"male",31,1,1,26.25,"Southampton","Mrs",0
"623","2nd",1,"female",31,1,1,26.25,"Southampton","Mrs",0
"624","2nd",1,"female",22,0,0,10.5,"Southampton","Mrs",1
"625","2nd",0,"female",30,0,0,13,"Southampton","Mrs",1
"627","2nd",0,"male",21,0,0,11.5,"Southampton","Mr",1
"629","2nd",1,"male",8,1,1,36.75,"Southampton","Mr",0
"630","2nd",0,"male",18,0,0,73.5,"Southampton","Mrs",1
"631","2nd",1,"female",48,0,2,36.75,"Southampton","Miss",0
"632","2nd",1,"female",28,0,0,13,"Southampton","Mr",1
"633","1st",0,"male",41,0,0,30.5,"Southampton","Mr",1
"634","2nd",0,"male",32,0,0,13,"Southampton","Mr",1
"635","2nd",0,"male",17,0,0,73.5,"Southampton","Mr",1
"636","2nd",0,"male",29,1,0,27.7208004,"Cherbourg","Mrs",0
"637","2nd",1,"female",24,1,0,27.7208004,"Cherbourg","Mr",0
"638","2nd",0,"male",25,0,0,31.5,"Southampton","Mr",1
"639","2nd",0,"male",18,0,0,73.5,"Southampton","Miss",1
